I0723 03:32:00.727203       1 cache_metrics.go:337] Cannot find num_requests_running in the metric list, engine type xllm
I0723 03:32:30.752089       1 cache_metrics.go:175] Cannot find avg_generation_throughput_toks_per_s in the pod metrics
I0723 03:32:30.752098       1 cache_metrics.go:190] Failed to update metrics gpu_cache_usage_perc from pod deepseek-r1-f46d77457-pqk8c 192.168.0.4 8080: modelName should not be empty for scope PodModel
I0723 03:32:30.752106       1 cache_metrics.go:337] Cannot find cpu_cache_usage_perc in the metric list, engine type xllm
I0723 03:32:30.752108       1 cache_metrics.go:175] Cannot find cpu_cache_usage_perc in the pod metrics
I0723 03:32:30.752112       1 cache_metrics.go:190] Failed to update metrics gpu_busy_time_ratio from pod deepseek-r1-f46d77457-pqk8c 192.168.0.4 8080: modelName should not be empty for scope PodModel
I0723 03:32:30.752117       1 cache_metrics.go:337] Cannot find iteration_tokens_total in the metric list, engine type xllm
I0723 03:32:30.752120       1 cache_metrics.go:209] Cannot find iteration_tokens_total in the pod metrics
I0723 03:32:30.752123       1 cache_metrics.go:337] Cannot find time_to_first_token_seconds in the metric list, engine type xllm
I0723 03:32:30.752125       1 cache_metrics.go:209] Cannot find time_to_first_token_seconds in the pod metrics
I0723 03:32:30.752128       1 cache_metrics.go:337] Cannot find time_per_output_token_seconds in the metric list, engine type xllm
I0723 03:32:30.752130       1 cache_metrics.go:209] Cannot find time_per_output_token_seconds in the pod metrics
I0723 03:32:30.752133       1 cache_metrics.go:337] Cannot find e2e_request_latency_seconds in the metric list, engine type xllm
I0723 03:32:30.752135       1 cache_metrics.go:209] Cannot find e2e_request_latency_seconds in the pod metrics
I0723 03:32:30.752137       1 cache_metrics.go:337] Cannot find request_queue_time_seconds in the metric list, engine type xllm
I0723 03:32:30.752139       1 cache_metrics.go:209] Cannot find request_queue_time_seconds in the pod metrics
I0723 03:32:30.752142       1 cache_metrics.go:337] Cannot find request_inference_time_seconds in the metric list, engine type xllm
I0723 03:32:30.752144       1 cache_metrics.go:209] Cannot find request_inference_time_seconds in the pod metrics
I0723 03:32:30.752147       1 cache_metrics.go:337] Cannot find request_decode_time_seconds in the metric list, engine type xllm
I0723 03:32:30.752149       1 cache_metrics.go:209] Cannot find request_decode_time_seconds in the pod metrics
I0723 03:32:30.752152       1 cache_metrics.go:337] Cannot find request_prefill_time_seconds in the metric list, engine type xllm
I0723 03:32:30.752155       1 cache_metrics.go:209] Cannot find request_prefill_time_seconds in the pod metrics
I0723 03:32:30.752158       1 cache_metrics.go:327] Cannot find lora_requests_info in the metric list
I0723 03:32:30.752162       1 cache_metrics.go:249] Cannot find lora_requests_info in the pod metrics
I0723 03:32:30.752165       1 cache_metrics.go:327] Cannot find lora_requests_info in the metric list
I0723 03:32:30.752168       1 cache_metrics.go:249] Cannot find lora_requests_info in the pod metrics
I0723 03:32:30.752171       1 cache_metrics.go:327] Cannot find lora_requests_info in the metric list
I0723 03:32:30.752173       1 cache_metrics.go:249] Cannot find lora_requests_info in the pod metrics
I0723 03:32:30.752180       1 cache_metrics.go:154] "Prometheus api is not initialized, PROMETHEUS_ENDPOINT is not configured, skip fetching prometheus metrics"
I0723 03:32:30.752280       1 cache_log.go:37] pod: deepseek-r1-f46d77457-bbzh6, podIP: 192.168.0.5, models: deepseek-r1
I0723 03:32:30.752306       1 cache_log.go:39] deepseek-r1-f46d77457-bbzh6_realtime_num_requests_running_&{0}
I0723 03:32:30.752323       1 cache_log.go:37] pod: deepseek-r1-f46d77457-pqk8c, podIP: 192.168.0.4, models: deepseek-r1
I0723 03:32:30.752329       1 cache_log.go:54] model: deepseek-r1, pods: deepseek-r1-f46d77457-bbzh6 deepseek-r1-f46d77457-pqk8c 
I0723 03:32:30.752334       1 cache_log.go:37] pod: deepseek-r1-f46d77457-bbzh6, podIP: 192.168.0.5, models: deepseek-r1
I0723 03:32:30.752337       1 cache_log.go:39] deepseek-r1-f46d77457-bbzh6_realtime_num_requests_running_&{0}
I0723 03:32:30.752340       1 cache_log.go:37] pod: deepseek-r1-f46d77457-pqk8c, podIP: 192.168.0.4, models: deepseek-r1
I0723 03:32:30.752343       1 cache_log.go:54] model: deepseek-r1, pods: deepseek-r1-f46d77457-bbzh6 deepseek-r1-f46d77457-pqk8c 
I0723 03:32:30.752869       1 cache_metrics.go:337] Cannot find num_requests_running in the metric list, engine type xllm
I0723 03:32:30.752887       1 cache_metrics.go:175] Cannot find num_requests_running in the pod metrics
I0723 03:32:30.752891       1 cache_metrics.go:337] Cannot find num_requests_waiting in the metric list, engine type xllm
I0723 03:32:30.752894       1 cache_metrics.go:175] Cannot find num_requests_waiting in the pod metrics
I0723 03:32:30.752898       1 cache_metrics.go:337] Cannot find num_requests_swapped in the metric list, engine type xllm
I0723 03:32:30.752901       1 cache_metrics.go:175] Cannot find num_requests_swapped in the pod metrics
I0723 03:32:30.752905       1 cache_metrics.go:337] Cannot find avg_prompt_throughput_toks_per_s in the metric list, engine type xllm
I0723 03:32:30.752909       1 cache_metrics.go:175] Cannot find avg_prompt_throughput_toks_per_s in the pod metrics
I0723 03:32:30.752912       1 cache_metrics.go:337] Cannot find avg_generation_throughput_toks_per_s in the metric list, engine type xllm
I0723 03:32:30.752915       1 cache_metrics.go:175] Cannot find avg_generation_throughput_toks_per_s in the pod metrics
I0723 03:32:30.752922       1 cache_metrics.go:190] Failed to update metrics gpu_cache_usage_perc from pod deepseek-r1-f46d77457-pqk8c 192.168.0.4 8080: modelName should not be empty for scope PodModel
I0723 03:32:30.752926       1 cache_metrics.go:337] Cannot find cpu_cache_usage_perc in the metric list, engine type xllm
I0723 03:32:30.752931       1 cache_metrics.go:175] Cannot find cpu_cache_usage_perc in the pod metrics
I0723 03:32:30.752934       1 cache_metrics.go:190] Failed to update metrics gpu_busy_time_ratio from pod deepseek-r1-f46d77457-pqk8c 192.168.0.4 8080: modelName should not be empty for scope PodModel
I0723 03:32:30.752938       1 cache_metrics.go:337] Cannot find iteration_tokens_total in the metric list, engine type xllm
I0723 03:32:30.752941       1 cache_metrics.go:209] Cannot find iteration_tokens_total in the pod metrics
I0723 03:32:30.752944       1 cache_metrics.go:337] Cannot find time_to_first_token_seconds in the metric list, engine type xllm
I0723 03:32:30.752947       1 cache_metrics.go:209] Cannot find time_to_first_token_seconds in the pod metrics
I0723 03:32:30.752950       1 cache_metrics.go:337] Cannot find time_per_output_token_seconds in the metric list, engine type xllm
I0723 03:32:30.752952       1 cache_metrics.go:209] Cannot find time_per_output_token_seconds in the pod metrics
I0723 03:32:30.752955       1 cache_metrics.go:337] Cannot find e2e_request_latency_seconds in the metric list, engine type xllm
I0723 03:32:30.752957       1 cache_metrics.go:209] Cannot find e2e_request_latency_seconds in the pod metrics
I0723 03:32:30.752961       1 cache_metrics.go:337] Cannot find request_queue_time_seconds in the metric list, engine type xllm
I0723 03:32:30.752963       1 cache_metrics.go:209] Cannot find request_queue_time_seconds in the pod metrics
I0723 03:32:30.752966       1 cache_metrics.go:337] Cannot find request_inference_time_seconds in the metric list, engine type xllm
I0723 03:32:30.752968       1 cache_metrics.go:209] Cannot find request_inference_time_seconds in the pod metrics
I0723 03:32:30.752971       1 cache_metrics.go:337] Cannot find request_decode_time_seconds in the metric list, engine type xllm
I0723 03:32:30.752974       1 cache_metrics.go:209] Cannot find request_decode_time_seconds in the pod metrics
I0723 03:32:30.752977       1 cache_metrics.go:337] Cannot find request_prefill_time_seconds in the metric list, engine type xllm
I0723 03:32:30.752981       1 cache_metrics.go:209] Cannot find request_prefill_time_seconds in the pod metrics
I0723 03:32:30.752984       1 cache_metrics.go:327] Cannot find lora_requests_info in the metric list
I0723 03:32:30.752987       1 cache_metrics.go:249] Cannot find lora_requests_info in the pod metrics
I0723 03:32:30.752990       1 cache_metrics.go:327] Cannot find lora_requests_info in the metric list
I0723 03:32:30.752993       1 cache_metrics.go:249] Cannot find lora_requests_info in the pod metrics
I0723 03:32:30.752995       1 cache_metrics.go:327] Cannot find lora_requests_info in the metric list
I0723 03:32:30.752998       1 cache_metrics.go:249] Cannot find lora_requests_info in the pod metrics
I0723 03:32:30.753003       1 cache_metrics.go:154] "Prometheus api is not initialized, PROMETHEUS_ENDPOINT is not configured, skip fetching prometheus metrics"
I0723 03:32:30.972536       1 cache_metrics.go:337] Cannot find num_requests_running in the metric list, engine type xllm
I0723 03:32:30.972546       1 cache_metrics.go:175] Cannot find num_requests_running in the pod metrics
I0723 03:32:30.972550       1 cache_metrics.go:337] Cannot find num_requests_waiting in the metric list, engine type xllm
I0723 03:32:30.972553       1 cache_metrics.go:175] Cannot find num_requests_waiting in the pod metrics
I0723 03:32:30.972556       1 cache_metrics.go:337] Cannot find num_requests_swapped in the metric list, engine type xllm
I0723 03:32:30.972559       1 cache_metrics.go:175] Cannot find num_requests_swapped in the pod metrics
I0723 03:32:30.972562       1 cache_metrics.go:337] Cannot find avg_prompt_throughput_toks_per_s in the metric list, engine type xllm
I0723 03:32:30.972565       1 cache_metrics.go:175] Cannot find avg_prompt_throughput_toks_per_s in the pod metrics
I0723 03:32:30.972568       1 cache_metrics.go:337] Cannot find avg_generation_throughput_toks_per_s in the metric list, engine type xllm
I0723 03:32:30.972571       1 cache_metrics.go:175] Cannot find avg_generation_throughput_toks_per_s in the pod metrics
I0723 03:32:30.972580       1 cache_metrics.go:190] Failed to update metrics gpu_cache_usage_perc from pod deepseek-r1-f46d77457-bbzh6 192.168.0.5 8080: modelName should not be empty for scope PodModel
I0723 03:32:30.972587       1 cache_metrics.go:337] Cannot find cpu_cache_usage_perc in the metric list, engine type xllm
I0723 03:32:30.972590       1 cache_metrics.go:175] Cannot find cpu_cache_usage_perc in the pod metrics
I0723 03:32:30.972594       1 cache_metrics.go:190] Failed to update metrics gpu_busy_time_ratio from pod deepseek-r1-f46d77457-bbzh6 192.168.0.5 8080: modelName should not be empty for scope PodModel
I0723 03:32:30.972599       1 cache_metrics.go:337] Cannot find iteration_tokens_total in the metric list, engine type xllm
I0723 03:32:30.972602       1 cache_metrics.go:209] Cannot find iteration_tokens_total in the pod metrics
I0723 03:32:30.972605       1 cache_metrics.go:337] Cannot find time_to_first_token_seconds in the metric list, engine type xllm
I0723 03:32:30.972609       1 cache_metrics.go:209] Cannot find time_to_first_token_seconds in the pod metrics
I0723 03:32:30.972613       1 cache_metrics.go:337] Cannot find time_per_output_token_seconds in the metric list, engine type xllm
I0723 03:32:30.972615       1 cache_metrics.go:209] Cannot find time_per_output_token_seconds in the pod metrics
I0723 03:32:30.972619       1 cache_metrics.go:337] Cannot find e2e_request_latency_seconds in the metric list, engine type xllm
I0723 03:32:30.972621       1 cache_metrics.go:209] Cannot find e2e_request_latency_seconds in the pod metrics
I0723 03:32:30.972624       1 cache_metrics.go:337] Cannot find request_queue_time_seconds in the metric list, engine type xllm
I0723 03:32:30.972627       1 cache_metrics.go:209] Cannot find request_queue_time_seconds in the pod metrics
I0723 03:32:30.972630       1 cache_metrics.go:337] Cannot find request_inference_time_seconds in the metric list, engine type xllm
I0723 03:32:30.972633       1 cache_metrics.go:209] Cannot find request_inference_time_seconds in the pod metrics
I0723 03:32:30.972637       1 cache_metrics.go:337] Cannot find request_decode_time_seconds in the metric list, engine type xllm
I0723 03:32:30.972639       1 cache_metrics.go:209] Cannot find request_decode_time_seconds in the pod metrics
I0723 03:32:30.972643       1 cache_metrics.go:337] Cannot find request_prefill_time_seconds in the metric list, engine type xllm
I0723 03:32:30.972645       1 cache_metrics.go:209] Cannot find request_prefill_time_seconds in the pod metrics
I0723 03:32:30.972649       1 cache_metrics.go:327] Cannot find lora_requests_info in the metric list
I0723 03:32:30.972653       1 cache_metrics.go:249] Cannot find lora_requests_info in the pod metrics
I0723 03:32:30.972656       1 cache_metrics.go:327] Cannot find lora_requests_info in the metric list
I0723 03:32:30.972659       1 cache_metrics.go:249] Cannot find lora_requests_info in the pod metrics
I0723 03:32:30.972662       1 cache_metrics.go:327] Cannot find lora_requests_info in the metric list
I0723 03:32:30.972665       1 cache_metrics.go:249] Cannot find lora_requests_info in the pod metrics
I0723 03:32:30.972671       1 cache_metrics.go:154] "Prometheus api is not initialized, PROMETHEUS_ENDPOINT is not configured, skip fetching prometheus metrics"
I0723 03:32:30.972751       1 cache_log.go:37] pod: deepseek-r1-f46d77457-bbzh6, podIP: 192.168.0.5, models: deepseek-r1
I0723 03:32:30.972756       1 cache_log.go:39] deepseek-r1-f46d77457-bbzh6_realtime_num_requests_running_&{0}
I0723 03:32:30.972761       1 cache_log.go:37] pod: deepseek-r1-f46d77457-pqk8c, podIP: 192.168.0.4, models: deepseek-r1
I0723 03:32:30.972766       1 cache_log.go:54] model: deepseek-r1, pods: deepseek-r1-f46d77457-bbzh6 deepseek-r1-f46d77457-pqk8c 
I0723 03:32:30.972769       1 cache_log.go:37] pod: deepseek-r1-f46d77457-bbzh6, podIP: 192.168.0.5, models: deepseek-r1
I0723 03:32:30.972772       1 cache_log.go:39] deepseek-r1-f46d77457-bbzh6_realtime_num_requests_running_&{0}
I0723 03:32:30.972775       1 cache_log.go:37] pod: deepseek-r1-f46d77457-pqk8c, podIP: 192.168.0.4, models: deepseek-r1
I0723 03:32:30.972779       1 cache_log.go:54] model: deepseek-r1, pods: deepseek-r1-f46d77457-bbzh6 deepseek-r1-f46d77457-pqk8c 
I0723 03:32:31.177207       1 cache_metrics.go:337] Cannot find num_requests_running in the metric list, engine type xllm
